,,,,
shooting,St?ílení,,,1
Steps,kroky,,,3
smaller,menší,,,1
scientist,v?dec,,,3
scraps,zbytky,,,3
signal,signál,,,1
Society,Spole?nost,,,1
specialized,specializované,,,1
safey,bezpe?ný,,,3
sungalsses,slune?nice,,,1
systemic,systémové,,,2
signatories,signatá?i,,,2
solving,?ešení,,,1
strengthens,posiluje,,,2
serving,porce,,,3
supportive,podp?rný,,,2
sourcing,získávání,,,1
